,latitude,longitude,guncertain1,country,related,ishostkid,success
361,37.755363,-122.443352,0.0,217.0,,0.0,0
362,40.697132,-73.931351,0.0,217.0,,0.0,1
363,32.500640000000004,-94.741075,0.0,217.0,,0.0,1
364,55.011562,-7.3120449999999995,0.0,603.0,,0.0,0
365,55.011562,-7.3120449999999995,0.0,603.0,,0.0,1
366,54.607712,-5.95621,0.0,603.0,,0.0,1
367,54.607712,-5.95621,0.0,603.0,,0.0,1
368,54.607712,-5.95621,0.0,603.0,,0.0,1
369,42.331685,-83.047924,0.0,217.0,,0.0,0
370,41.579662,-93.62150600000001,1.0,217.0,,0.0,1
371,43.118460999999996,-87.902289,0.0,217.0,,0.0,0
372,40.617622999999995,-74.417061,1.0,217.0,,0.0,1
373,40.697132,-73.931351,0.0,217.0,"197006300002, 197006300003, 197006300004, 197006300005",0.0,1
374,40.697132,-73.931351,0.0,217.0,"197006300002, 197006300003, 197006300004, 197006300005",0.0,1
375,40.697132,-73.931351,0.0,217.0,"197006300002, 197006300003, 197006300004, 197006300005",0.0,1
376,40.697132,-73.931351,0.0,217.0,"197006300002, 197006300003, 197006300004, 197006300005",0.0,1
377,43.074701,-88.008394,0.0,217.0,,0.0,0
378,42.290156,-71.04897,0.0,217.0,,0.0,1
379,-22.908278,-43.197026,0.0,30.0,,0.0,0
380,38.908642,-77.015381,0.0,217.0,"197007010004, 197007020001, 197007020002, 197007020003, 197007020004",0.0,1
381,37.874043,-122.280022,0.0,217.0,,0.0,1
382,38.908642,-77.015381,0.0,217.0,"197007010004, 197007020001, 197007020002, 197007020003, 197007020004",0.0,1
383,38.908642,-77.015381,0.0,217.0,"197007010004, 197007020001, 197007020002, 197007020003, 197007020004",0.0,1
384,38.908642,-77.015381,0.0,217.0,"197007010004, 197007020001, 197007020002, 197007020003, 197007020004",0.0,1
385,38.908642,-77.015381,0.0,217.0,"197007010004, 197007020001, 197007020002, 197007020003, 197007020004",0.0,1
386,41.260675,-95.940469,1.0,217.0,,0.0,1
387,33.895285,-118.224329,0.0,217.0,,0.0,0
388,40.697132,-73.931351,0.0,217.0,,0.0,0
389,47.610786,-122.33130600000001,1.0,217.0,,0.0,1
390,40.697132,-73.931351,0.0,217.0,,0.0,1
391,40.697132,-73.931351,0.0,217.0,,0.0,1
392,32.500640000000004,-94.741075,0.0,217.0,,0.0,1
393,41.084195,-81.514059,0.0,217.0,,0.0,1
394,40.5894,-73.666354,0.0,217.0,,0.0,1
395,37.755363,-122.443352,0.0,217.0,,0.0,1
396,40.697132,-73.931351,1.0,217.0,,0.0,0
397,40.697132,-73.931351,0.0,217.0,,0.0,1
398,40.697132,-73.931351,0.0,217.0,,0.0,0
399,40.697132,-73.931351,0.0,217.0,,0.0,1
400,40.697132,-73.931351,0.0,217.0,,0.0,1
401,33.948315,-86.472939,0.0,217.0,,0.0,1
402,38.232471000000004,-122.644448,0.0,217.0,,0.0,1
403,48.139126,11.580186,0.0,362.0,,0.0,1
404,42.039274,-87.859977,0.0,217.0,,0.0,1
405,5.059097,-75.50596,0.0,45.0,,1.0,1
406,,,0.0,83.0,,1.0,1
407,41.637675,-70.930869,0.0,217.0,,0.0,1
408,37.424305,-122.14391299999998,0.0,217.0,,0.0,0
409,41.842602,-87.681229,0.0,217.0,,0.0,1
410,40.697132,-73.931351,0.0,217.0,,0.0,1
411,41.842602,-87.681229,0.0,217.0,,0.0,1
412,40.697132,-73.931351,0.0,217.0,,0.0,1
413,44.943829,-93.093326,0.0,217.0,,0.0,1
414,41.842602,-87.681229,0.0,217.0,,0.0,1
415,40.697132,-73.931351,0.0,217.0,,0.0,1
416,40.697132,-73.931351,0.0,217.0,,0.0,1
417,,,0.0,26.0,,1.0,1
418,32.715695000000004,-117.16171899999999,0.0,217.0,,0.0,1
419,40.697132,-73.931351,0.0,217.0,,0.0,1
420,43.064388,-87.966202,0.0,217.0,,0.0,1
421,37.99749,23.762728,0.0,78.0,,1.0,1
422,43.064388,-87.966202,0.0,217.0,,0.0,1
423,39.933448999999996,-75.10674300000001,0.0,217.0,,0.0,1
424,12.103822000000001,-86.267014,0.0,145.0,,1.0,1
425,34.097865999999996,-118.407379,1.0,217.0,,0.0,1
426,-8.048021,-34.876338,0.0,30.0,,1.0,0
427,40.697132,-73.931351,0.0,217.0,,0.0,0
428,38.62774,-90.19951400000001,0.0,217.0,,0.0,1
429,43.939135,-90.820369,0.0,217.0,,0.0,1
430,40.697132,-73.931351,0.0,217.0,,0.0,1
431,43.939135,-90.820369,0.0,217.0,,0.0,1
432,43.939135,-90.820369,0.0,217.0,,0.0,1
433,37.755363,-122.443352,0.0,217.0,"197007270004, 197007270005",0.0,1
434,37.755363,-122.443352,0.0,217.0,"197007270004, 197007270005",0.0,1
